변환,원자료
2013-09-26,"1,075"
2013-09-27,"1,077.50"
2013-09-30,"1,075.50"
2013-10-01,"1,076"
2013-10-02,"1,073.50"
2013-10-04,"1,072"
2013-10-07,"1,071.50"
2013-10-08,"1,071"
2013-10-10,"1,076"
2013-10-11,"1,071"
2013-10-14,"1,071.40"
2013-10-15,"1,070.40"
2013-10-16,"1,067.40"
2013-10-17,"1,066"
2013-10-18,"1,061.50"
2013-10-21,"1,060"
2013-10-22,"1,063.30"
2013-10-23,"1,057.50"
2013-10-24,"1,056"
2013-10-25,"1,061.50"
2013-10-28,"1,063.90"
2013-10-29,"1,061.60"
2013-10-30,"1,062"
2013-10-31,"1,060.90"
2013-11-01,"1,065"
2013-11-04,"1,062"
2013-11-05,"1,062"
2013-11-06,"1,062.90"
2013-11-07,"1,060.50"
2013-11-08,"1,063.10"
2013-11-11,"1,067"
2013-11-12,"1,072.90"
2013-11-13,"1,072"
2013-11-14,"1,067"
2013-11-15,"1,069"
2013-11-18,"1,061.40"
2013-11-19,"1,056.50"
2013-11-20,"1,055.40"
2013-11-21,"1,059.50"
2013-11-22,"1,061.80"
2013-11-25,"1,060.70"
2013-11-26,"1,059.60"
2013-11-27,"1,060"
2013-11-28,"1,064"
2013-11-29,"1,060.90"
2013-12-02,"1,057.60"
2013-12-03,"1,059.50"
2013-12-04,"1,061"
2013-12-05,"1,060.50"
2013-12-06,"1,058.30"
2013-12-09,"1,053"
2013-12-10,"1,051.50"
2013-12-11,"1,053"
2013-12-12,"1,053.20"
2013-12-13,"1,052.50"
2013-12-16,"1,054.20"
2013-12-17,"1,051.90"
2013-12-18,"1,053"
2013-12-19,"1,055"
2013-12-20,"1,061"
2013-12-23,"1,061.60"
2013-12-24,"1,060.60"
2013-12-26,"1,060"
2013-12-27,"1,058.40"
2013-12-30,"1,055"
2013-12-31,
2014-01-02,"1,050.40"
2014-01-03,"1,053"
2014-01-06,"1,055.50"
2014-01-07,"1,064.90"
2014-01-08,"1,069"
2014-01-09,"1,069.40"
2014-01-10,"1,064"
2014-01-13,"1,057"
2014-01-14,"1,057.50"
2014-01-15,"1,061.50"
2014-01-16,"1,064.70"
2014-01-17,"1,062"
2014-01-20,"1,062.50"
2014-01-21,"1,063.60"
2014-01-22,"1,069.80"
2014-01-23,"1,068.30"
2014-01-24,"1,075.90"
2014-01-27,"1,085.50"
2014-01-28,"1,080"
2014-01-29,"1,073.60"
2014-02-03,"1,081"
2014-02-04,"1,088"
2014-02-05,"1,076.50"
2014-02-06,"1,077"
2014-02-07,"1,074.50"
2014-02-10,"1,074"
2014-02-11,"1,073.30"
2014-02-12,"1,065.50"
2014-02-13,"1,062"
2014-02-14,"1,062.90"
2014-02-17,"1,059"
2014-02-18,"1,059.50"
2014-02-19,"1,064.70"
2014-02-20,"1,068.80"
2014-02-21,"1,073.50"
2014-02-24,"1,076"
2014-02-25,"1,070.50"
2014-02-26,"1,074"
2014-02-27,"1,070"
2014-02-28,"1,066"
2014-03-03,"1,072.10"
2014-03-04,"1,073"
2014-03-05,"1,068"
2014-03-06,"1,071.50"
2014-03-07,"1,062.50"
2014-03-10,"1,065"
2014-03-11,"1,066.30"
2014-03-12,"1,069"
2014-03-13,"1,066.90"
2014-03-14,"1,071.90"
2014-03-17,"1,072"
2014-03-18,"1,067"
2014-03-19,"1,069"
2014-03-20,"1,076"
2014-03-21,"1,080"
2014-03-24,"1,082.10"
2014-03-25,"1,076.50"
2014-03-26,"1,076"
2014-03-27,"1,075.40"
2014-03-28,"1,068.50"
2014-03-31,"1,066"
2014-04-01,"1,062.50"
2014-04-02,"1,056.50"
2014-04-03,"1,058.50"
2014-04-04,"1,058"
2014-04-07,"1,051.30"
2014-04-08,"1,055"
2014-04-09,"1,046"
2014-04-10,"1,035"
2014-04-11,"1,040"
2014-04-14,"1,039"
2014-04-15,"1,041"
2014-04-16,"1,042"
2014-04-17,"1,035.90"
2014-04-18,"1,039"
2014-04-21,"1,037.50"
2014-04-22,"1,038.70"
2014-04-23,"1,039"
2014-04-24,"1,040"
2014-04-25,"1,037"
2014-04-28,"1,039.70"
2014-04-29,"1,033.10"
2014-04-30,"1,030.70"
2014-05-02,"1,031"
2014-05-07,"1,027"
2014-05-08,"1,023.50"
2014-05-09,"1,022.90"
2014-05-12,"1,026"
2014-05-13,"1,024"
2014-05-14,"1,022.50"
2014-05-15,"1,028.50"
2014-05-16,"1,027.50"
2014-05-19,"1,023"
2014-05-20,"1,022.10"
2014-05-21,"1,024.70"
2014-05-22,"1,026.20"
2014-05-23,"1,024.50"
2014-05-26,"1,024.20"
2014-05-27,"1,023.80"
2014-05-28,"1,024.30"
2014-05-29,"1,021.10"
2014-05-30,"1,018"
2014-06-02,"1,021.30"
2014-06-03,"1,024.90"
2014-06-05,"1,025.50"
2014-06-09,"1,018"
2014-06-10,"1,017"
2014-06-11,"1,016.40"
2014-06-12,"1,017.60"
2014-06-13,"1,018.50"
2014-06-16,"1,019.30"
2014-06-17,"1,021.30"
2014-06-18,"1,023.50"
2014-06-19,"1,018.10"
2014-06-20,"1,019.90"
2014-06-23,"1,019.80"
2014-06-24,"1,018.50"
2014-06-25,"1,019.30"
2014-06-26,"1,018.20"
2014-06-27,"1,017"
2014-06-30,"1,013"
2014-07-01,"1,011.50"
2014-07-02,"1,011.80"
2014-07-03,"1,009.50"
2014-07-04,"1,009.50"
2014-07-07,"1,008.80"
2014-07-08,"1,011.20"
2014-07-09,"1,012.60"
2014-07-10,"1,010.50"
2014-07-11,"1,015.10"
2014-07-14,"1,020"
2014-07-15,"1,019.40"
2014-07-16,"1,028.50"
2014-07-17,"1,029"
2014-07-18,"1,033.50"
2014-07-21,"1,029"
2014-07-22,"1,025.50"
2014-07-23,"1,023.30"
2014-07-24,"1,024.40"
2014-07-25,"1,031"
2014-07-28,"1,027.90"
2014-07-29,"1,025"
2014-07-30,"1,027"
2014-07-31,"1,027.50"
2014-08-01,"1,032"
2014-08-04,"1,032"
2014-08-05,"1,031"
2014-08-06,"1,034.90"
2014-08-07,"1,033"
2014-08-08,"1,037.50"
2014-08-11,"1,030.90"
2014-08-12,"1,029.70"
2014-08-13,"1,028"
2014-08-14,"1,031"
2014-08-18,"1,018"
2014-08-19,"1,016.30"
2014-08-20,"1,019.50"
2014-08-21,"1,023.50"
2014-08-22,"1,022"
2014-08-25,"1,019.40"
2014-08-26,"1,019"
2014-08-27,"1,015.50"
2014-08-28,"1,013.80"
2014-08-29,"1,015.50"
2014-09-01,"1,015"
2014-09-02,"1,012"
2014-09-03,"1,019"
2014-09-04,"1,018.90"
2014-09-05,"1,022"
2014-09-11,"1,032.50"
2014-09-12,"1,036.60"
2014-09-15,"1,038"
2014-09-16,"1,038"
2014-09-17,"1,032"
2014-09-18,"1,041.30"
2014-09-19,"1,044.60"
2014-09-22,"1,040"
2014-09-23,"1,042.90"
2014-09-24,"1,040.40"
2014-09-25,"1,041"
2014-09-26,"1,044.20"
2014-09-29,"1,049"
2014-09-30,"1,055.80"
2014-10-01,"1,058"
2014-10-02,"1,059.80"
2014-10-06,"1,074.90"
2014-10-07,"1,065"
2014-10-08,"1,066.10"
2014-10-10,"1,070.50"
2014-10-13,"1,073.50"
2014-10-14,"1,065"
2014-10-15,"1,065"
2014-10-16,"1,059.60"
2014-10-17,"1,061"
2014-10-20,"1,063.40"
2014-10-21,"1,056.40"
2014-10-22,"1,055.50"
2014-10-23,"1,054.20"
2014-10-24,"1,060"
2014-10-27,"1,055.50"
2014-10-28,"1,050.50"
2014-10-29,"1,047"
2014-10-30,"1,054.80"
2014-10-31,"1,053.10"
2014-11-03,"1,076"
2014-11-04,"1,081.50"
2014-11-05,"1,077.30"
2014-11-06,"1,087.30"
2014-11-07,"1,091.50"
2014-11-10,"1,086"
2014-11-11,"1,088.90"
2014-11-12,"1,097"
2014-11-13,"1,095.50"
2014-11-14,"1,097.20"
2014-11-17,"1,102"
2014-11-18,"1,100.40"
2014-11-19,"1,100.50"
2014-11-20,"1,115"
2014-11-21,"1,112"
2014-11-24,"1,110"
2014-11-25,"1,115"
2014-11-26,"1,109"
2014-11-27,"1,103"
2014-11-28,"1,101"
2014-12-01,"1,113.50"
2014-12-02,"1,108.50"
2014-12-03,"1,115"
2014-12-04,"1,116.30"
2014-12-05,"1,112.50"
2014-12-08,"1,121.10"
2014-12-09,"1,112"
2014-12-10,"1,104"
2014-12-11,"1,098.50"
2014-12-12,"1,103"
2014-12-15,"1,100.10"
2014-12-16,"1,097.50"
2014-12-17,"1,081.60"
2014-12-18,"1,100"
2014-12-19,"1,100.50"
2014-12-22,"1,100"
2014-12-23,"1,100"
2014-12-24,"1,106.50"
2014-12-26,"1,102.50"
2014-12-29,"1,097.70"
2014-12-30,"1,100"
2014-12-31,
2015-01-02,"1,097.20"
2015-01-05,"1,106.50"
2015-01-06,"1,108"
2015-01-07,"1,098.50"
2015-01-08,"1,100"
2015-01-09,"1,095.60"
2015-01-12,"1,082.90"
2015-01-13,"1,083.50"
2015-01-14,"1,078"
2015-01-15,"1,083"
2015-01-16,"1,072"
2015-01-19,"1,081"
2015-01-20,"1,081"
2015-01-21,"1,088.10"
2015-01-22,"1,084.50"
2015-01-23,"1,087.90"
2015-01-26,"1,078"
2015-01-27,"1,083"
2015-01-28,"1,077.50"
2015-01-29,"1,086"
2015-01-30,"1,100"
2015-02-02,"1,100"
2015-02-03,"1,099.50"
2015-02-04,"1,093"
2015-02-05,"1,090"
2015-02-06,"1,085.30"
2015-02-09,"1,098"
2015-02-10,"1,095"
2015-02-11,"1,097"
2015-02-12,"1,107"
2015-02-13,"1,101.10"
2015-02-16,"1,097.50"
2015-02-17,"1,101.50"
2015-02-23,"1,105"
2015-02-24,"1,109"
2015-02-25,"1,105.30"
2015-02-26,"1,100"
2015-02-27,"1,102.90"
2015-03-02,"1,101.50"
2015-03-03,"1,103.90"
2015-03-04,"1,096.50"
2015-03-05,"1,100.50"
2015-03-06,"1,101.80"
2015-03-09,"1,111"
2015-03-10,"1,116"
2015-03-11,"1,125"
2015-03-12,"1,131.50"
2015-03-13,"1,124.50"
2015-03-16,"1,135"
2015-03-17,"1,131"
2015-03-18,"1,128"
2015-03-19,"1,110.50"
2015-03-20,"1,120.50"
2015-03-23,"1,113"
2015-03-24,"1,106"
2015-03-25,"1,104.80"
2015-03-26,"1,101"
2015-03-27,"1,105"
2015-03-30,"1,103.50"
2015-03-31,"1,108"
2015-04-01,"1,108.90"
2015-04-02,"1,098"
2015-04-03,"1,092.30"
2015-04-06,"1,085.50"
2015-04-07,"1,087"
2015-04-08,"1,094"
2015-04-09,"1,093.50"
2015-04-10,"1,096.10"
2015-04-13,"1,094.50"
2015-04-14,"1,101.80"
2015-04-15,"1,091.50"
2015-04-16,"1,092.60"
2015-04-17,"1,084.50"
2015-04-20,"1,082"
2015-04-21,"1,083.30"
2015-04-22,"1,083"
2015-04-23,"1,084"
2015-04-24,"1,080.50"
2015-04-27,"1,078"
2015-04-28,"1,070"
2015-04-29,"1,067"
2015-04-30,"1,070"
2015-05-04,"1,080"
2015-05-06,"1,081"
2015-05-07,"1,078.50"
2015-05-08,"1,093.20"
2015-05-11,"1,086.60"
2015-05-12,"1,096.50"
2015-05-13,"1,092.50"
2015-05-14,"1,092.50"
2015-05-15,"1,090"
2015-05-18,"1,084.50"
2015-05-19,"1,090.50"
2015-05-20,"1,095"
2015-05-21,"1,097"
2015-05-22,"1,091.80"
2015-05-26,"1,097"
2015-05-27,"1,106.50"
2015-05-28,"1,110"
2015-05-29,"1,107"
2015-06-01,"1,113.50"
2015-06-02,"1,115.50"
2015-06-03,"1,108.30"
2015-06-04,"1,107.50"
2015-06-05,"1,113"
2015-06-08,"1,123"
2015-06-09,"1,119"
2015-06-10,"1,120.50"
2015-06-11,"1,111"
2015-06-12,"1,113"
2015-06-15,"1,112"
2015-06-16,"1,116.50"
2015-06-17,"1,118.50"
2015-06-18,"1,113"
2015-06-19,"1,105.50"
2015-06-22,"1,103.50"
2015-06-23,"1,101.20"
2015-06-24,"1,106.20"
2015-06-25,"1,110"
2015-06-26,"1,111"
2015-06-29,"1,126"
2015-06-30,"1,120"
2015-07-01,"1,118.80"
2015-07-02,"1,124"
2015-07-03,"1,123"
2015-07-06,"1,125.20"
2015-07-07,"1,126.50"
2015-07-08,"1,133"
2015-07-09,"1,135"
2015-07-10,"1,131.50"
2015-07-13,"1,132.50"
2015-07-14,"1,138"
2015-07-15,"1,143"
2015-07-16,"1,147.50"
2015-07-17,"1,146.80"
2015-07-20,"1,150"
2015-07-21,"1,156"
2015-07-22,"1,150"
2015-07-23,"1,157"
2015-07-24,"1,162.20"
2015-07-27,"1,170"
2015-07-28,"1,167.50"
2015-07-29,"1,161"
2015-07-30,"1,162.50"
2015-07-31,"1,173"
2015-08-03,"1,165"
2015-08-04,"1,171"
2015-08-05,"1,169.50"
2015-08-06,"1,173"
2015-08-07,"1,163.50"
2015-08-10,"1,164.50"
2015-08-11,"1,159"
2015-08-12,"1,180.50"
2015-08-13,"1,175.60"
2015-08-17,"1,179.50"
2015-08-18,"1,184"
2015-08-19,"1,187.50"
2015-08-20,"1,181.10"
2015-08-21,"1,186"
2015-08-24,"1,198"
2015-08-25,"1,192"
2015-08-26,"1,192"
2015-08-27,"1,184"
2015-08-28,"1,176"
2015-08-31,"1,178"
2015-09-01,"1,183"
2015-09-02,"1,180"
2015-09-03,"1,183"
2015-09-04,"1,190.50"
2015-09-07,"1,202"
2015-09-08,"1,202"
2015-09-09,"1,194"
2015-09-10,"1,194"
2015-09-11,"1,183"
2015-09-14,"1,182.50"
2015-09-15,"1,182.40"
2015-09-16,"1,179"
2015-09-17,"1,170.50"
2015-09-18,"1,167.50"
2015-09-21,"1,172"
2015-09-22,"1,178.10"
2015-09-23,"1,184.50"
2015-09-24,"1,192.50"
2015-09-25,"1,194.30"
2015-09-30,"1,196"
2015-10-01,"1,185"
2015-10-02,"1,178.60"
2015-10-05,"1,173.20"
2015-10-06,"1,162.50"
2015-10-07,"1,161.50"
2015-10-08,"1,158.70"
2015-10-12,"1,148.50"
2015-10-13,"1,145"
2015-10-14,"1,150"
2015-10-15,"1,138"
2015-10-16,"1,125"
2015-10-19,"1,131"
2015-10-20,"1,132"
2015-10-21,"1,131.50"
2015-10-22,"1,138.80"
2015-10-23,"1,132"
2015-10-26,"1,135.50"
2015-10-27,"1,130"
2015-10-28,"1,135.80"
2015-10-29,"1,145"
2015-10-30,"1,140.40"
2015-11-02,"1,142"
2015-11-03,"1,137"
2015-11-04,"1,130.20"
2015-11-05,"1,136.80"
2015-11-06,"1,137.80"
2015-11-09,"1,153.50"
2015-11-10,"1,157"
2015-11-11,"1,157.50"
2015-11-12,"1,153.30"
2015-11-13,"1,159"
2015-11-16,"1,171.50"
2015-11-17,"1,168"
2015-11-18,"1,170"
2015-11-19,"1,166"
2015-11-20,"1,156"
2015-11-23,"1,154.50"
2015-11-24,"1,158"
2015-11-25,"1,147"
2015-11-26,"1,145"
2015-11-27,"1,148.50"
2015-11-30,"1,157.10"
2015-12-01,"1,158.10"
2015-12-02,"1,153.80"
2015-12-03,"1,164"
2015-12-04,"1,154.90"
2015-12-07,"1,165"
2015-12-08,"1,175"
2015-12-09,"1,178.90"
2015-12-10,"1,178"
2015-12-11,"1,179.10"
2015-12-14,"1,187.10"
2015-12-15,"1,184"
2015-12-16,"1,175.70"
2015-12-17,"1,175.50"
2015-12-18,"1,185"
2015-12-21,"1,176.90"
2015-12-22,"1,176"
2015-12-23,"1,171.50"
2015-12-24,"1,174.50"
2015-12-28,"1,168.30"
2015-12-29,"1,169"
2015-12-30,"1,169.70"
2015-12-31,
2016-01-04,"1,178"
2016-01-05,"1,189.50"
2016-01-06,"1,190.50"
2016-01-07,"1,199.50"
2016-01-08,"1,198"
2016-01-11,"1,206.10"
2016-01-12,"1,205"
2016-01-13,"1,209.20"
2016-01-14,"1,209.20"
2016-01-15,"1,208"
2016-01-18,"1,214"
2016-01-19,"1,211"
2016-01-20,"1,207.50"
2016-01-21,"1,210"
2016-01-22,"1,204"
2016-01-25,"1,197"
2016-01-26,"1,200"
2016-01-27,"1,198.30"
2016-01-28,"1,209"
2016-01-29,"1,206"
2016-02-01,"1,206"
2016-02-02,"1,202.50"
2016-02-03,"1,214"
2016-02-04,"1,204"
2016-02-05,"1,191.80"
2016-02-11,"1,192"
2016-02-12,"1,200.10"
2016-02-15,"1,206"
2016-02-16,"1,211"
2016-02-17,"1,220.50"
2016-02-18,"1,223"
2016-02-19,"1,231"
2016-02-22,"1,236"
2016-02-23,"1,225"
2016-02-24,"1,233"
2016-02-25,"1,233.50"
2016-02-26,"1,236"
2016-02-29,"1,243"
2016-03-02,"1,231"
2016-03-03,"1,227"
2016-03-04,"1,210.50"
2016-03-07,"1,199.80"
2016-03-08,"1,200"
2016-03-09,"1,211"
2016-03-10,"1,211.60"
2016-03-11,"1,206.50"
2016-03-14,"1,188"
2016-03-15,"1,190"
2016-03-16,"1,194"
2016-03-17,"1,180"
2016-03-18,"1,156.30"
2016-03-21,"1,164.50"
2016-03-22,"1,163"
2016-03-23,"1,156"
2016-03-24,"1,169"
2016-03-25,"1,167.70"
2016-03-28,"1,170"
2016-03-29,"1,164.50"
2016-03-30,"1,156"
2016-03-31,"1,145.60"
2016-04-01,"1,145"
2016-04-04,"1,147.40"
2016-04-05,"1,153.50"
2016-04-06,"1,159.50"
2016-04-07,"1,153.50"
2016-04-08,"1,159"
2016-04-11,"1,153.50"
2016-04-12,"1,143"
2016-04-14,"1,146.50"
2016-04-15,"1,153.50"
2016-04-18,"1,151"
2016-04-19,"1,144"
2016-04-20,"1,131.30"
2016-04-21,"1,133.20"
2016-04-22,"1,140.50"
2016-04-25,"1,150"
2016-04-26,"1,151"
2016-04-27,"1,148.20"
2016-04-28,"1,148"
2016-04-29,"1,137"
2016-05-02,"1,142"
2016-05-03,"1,137"
2016-05-04,"1,150.50"
2016-05-09,"1,166.20"
2016-05-10,"1,175"
2016-05-11,"1,170"
2016-05-12,"1,165.50"
2016-05-13,"1,169"
2016-05-16,"1,178"
2016-05-17,"1,177.50"
2016-05-18,"1,180"
2016-05-19,"1,190.50"
2016-05-20,"1,188"
2016-05-23,"1,185"
2016-05-24,"1,184.10"
2016-05-25,"1,188"
2016-05-26,"1,180.80"
2016-05-27,"1,179.50"
2016-05-30,"1,187.30"
2016-05-31,"1,189"
2016-06-01,"1,191"
2016-06-02,"1,194"
2016-06-03,"1,187"
2016-06-07,"1,164"
2016-06-08,"1,156.90"
2016-06-09,"1,154"
2016-06-10,"1,161"
2016-06-13,"1,170"
2016-06-14,"1,173"
2016-06-15,"1,176"
2016-06-16,"1,168.50"
2016-06-17,"1,169.50"
2016-06-20,"1,168"
2016-06-21,"1,160.50"
2016-06-22,"1,151"
2016-06-23,"1,151"
2016-06-24,"1,150"
2016-06-27,"1,174.30"
2016-06-28,"1,182.20"
2016-06-29,"1,166"
2016-06-30,"1,153.50"
2016-07-01,"1,153"
2016-07-04,"1,147.70"
2016-07-05,"1,149"
2016-07-06,"1,161.60"
2016-07-07,"1,158.50"
2016-07-08,"1,159"
2016-07-11,"1,150"
2016-07-12,"1,151.50"
2016-07-13,"1,143"
2016-07-14,"1,146.80"
2016-07-15,"1,132.50"
2016-07-18,"1,137"
2016-07-19,"1,136.80"
2016-07-20,"1,142"
2016-07-21,"1,142.50"
2016-07-22,"1,137.50"
2016-07-25,"1,136.60"
2016-07-26,"1,142"
2016-07-27,"1,136.30"
2016-07-28,"1,127"
2016-07-29,"1,123"
2016-08-01,"1,112.50"
2016-08-02,"1,109"
2016-08-03,"1,113"
2016-08-04,"1,117"
2016-08-05,"1,112.50"
2016-08-08,"1,115"
2016-08-09,"1,107"
2016-08-10,"1,103"
2016-08-11,"1,096.50"
2016-08-12,"1,098.50"
2016-08-16,"1,097.50"
2016-08-17,"1,095"
2016-08-18,"1,105"
2016-08-19,"1,108"
2016-08-22,"1,118"
2016-08-23,"1,122"
2016-08-24,"1,121.50"
2016-08-25,"1,120.50"
2016-08-26,"1,116.10"
2016-08-29,"1,126"
2016-08-30,"1,118"
2016-08-31,"1,119.50"
2016-09-01,"1,116"
2016-09-02,"1,117"
2016-09-05,"1,114.50"
2016-09-06,"1,103"
2016-09-07,"1,093.50"
2016-09-08,"1,090.50"
2016-09-09,"1,098"
2016-09-12,"1,106"
2016-09-13,"1,108.50"
2016-09-19,"1,125.50"
2016-09-20,"1,117.10"
2016-09-21,"1,116.80"
2016-09-22,"1,103.30"
2016-09-23,"1,103.10"
2016-09-26,"1,103.30"
2016-09-27,"1,109.60"
2016-09-28,"1,096.50"
2016-09-29,"1,092"
2016-09-30,"1,103"
2016-10-04,"1,103"
2016-10-05,"1,117"
2016-10-06,"1,113"
2016-10-07,"1,116"
2016-10-10,"1,114"
2016-10-11,"1,108.50"
2016-10-12,"1,123.80"
2016-10-13,"1,126"
2016-10-14,"1,131"
2016-10-17,"1,140.20"
2016-10-18,"1,132"
2016-10-19,"1,128.20"
2016-10-20,"1,120"
2016-10-21,"1,132.30"
2016-10-24,"1,136.50"
2016-10-25,"1,135"
2016-10-26,"1,129.90"
2016-10-27,"1,139"
2016-10-28,"1,147"
2016-10-31,"1,145"
2016-11-01,"1,143"
2016-11-02,"1,146"
2016-11-03,"1,145.50"
2016-11-04,"1,143.80"
2016-11-07,"1,140"
2016-11-08,"1,140"
2016-11-09,"1,129"
2016-11-10,"1,158"
2016-11-11,"1,162.70"
2016-11-14,"1,167"
2016-11-15,"1,169"
2016-11-16,"1,168"
2016-11-17,"1,171"
2016-11-18,"1,181"
2016-11-21,"1,183"
2016-11-22,"1,177"
2016-11-23,"1,170"
2016-11-24,"1,184"
2016-11-25,"1,177"
2016-11-28,"1,174.50"
2016-11-29,"1,169.50"
2016-11-30,"1,167.50"
2016-12-01,"1,177"
2016-12-02,"1,166"
2016-12-05,"1,170.20"
2016-12-06,"1,167.70"
2016-12-07,"1,172.50"
2016-12-08,"1,160"
2016-12-09,"1,163.50"
2016-12-12,"1,172"
2016-12-13,"1,165.90"
2016-12-14,"1,165"
2016-12-15,"1,180.50"
2016-12-16,"1,183.50"
2016-12-19,"1,186"
2016-12-20,"1,188"
2016-12-21,"1,193"
2016-12-22,"1,195.80"
2016-12-23,"1,205"
2016-12-26,"1,201.50"
2016-12-27,"1,201"
2016-12-28,"1,208"
2016-12-29,"1,211.50"
2016-12-30,
2017-01-02,"1,206"
2017-01-03,"1,209.50"
2017-01-04,"1,206.50"
2017-01-05,"1,195"
2017-01-06,"1,183.50"
2017-01-09,"1,202"
2017-01-10,"1,202.50"
2017-01-11,"1,201"
2017-01-12,"1,186.50"
2017-01-13,"1,176"
2017-01-16,"1,175.50"
2017-01-17,"1,184.10"
2017-01-18,"1,162.50"
2017-01-19,"1,180"
2017-01-20,"1,175.20"
2017-01-23,"1,170"
2017-01-24,"1,162"
2017-01-25,"1,149"
2017-01-26,"1,161.40"
2017-01-31,"1,170"
2017-02-01,"1,150"
2017-02-02,"1,152"
2017-02-03,"1,144.80"
2017-02-06,"1,138"
2017-02-07,"1,136"
2017-02-08,"1,145"
2017-02-09,"1,145"
2017-02-10,"1,153.30"
2017-02-13,"1,149.50"
2017-02-14,"1,150"
2017-02-15,"1,140"
2017-02-16,"1,133"
2017-02-17,"1,141.70"
2017-02-20,"1,151"
2017-02-21,"1,145"
2017-02-22,"1,143"
2017-02-23,"1,139.70"
2017-02-24,"1,132"
2017-02-27,"1,132"
2017-02-28,"1,134.50"
2017-03-02,"1,142"
2017-03-03,"1,149.10"
2017-03-06,"1,153"
2017-03-07,"1,155.20"
2017-03-08,"1,150.50"
2017-03-09,"1,155"
2017-03-10,"1,161"
2017-03-13,"1,148"
2017-03-14,"1,148.40"
2017-03-15,"1,148"
2017-03-16,"1,130"
2017-03-17,"1,130"
2017-03-20,"1,129.10"
2017-03-21,"1,114"
2017-03-22,"1,122.50"
2017-03-23,"1,118"
2017-03-24,"1,122.50"
2017-03-27,"1,115"
2017-03-28,"1,110.50"
2017-03-29,"1,116.50"
2017-03-30,"1,112"
2017-03-31,"1,118.50"
2017-04-03,"1,117"
2017-04-04,"1,117"
2017-04-05,"1,124.20"
2017-04-06,"1,127.10"
2017-04-07,"1,131"
2017-04-10,"1,137"
2017-04-11,"1,142.50"
2017-04-12,"1,146"
2017-04-13,"1,134.50"
2017-04-14,"1,135"
2017-04-17,"1,139"
2017-04-18,"1,133.50"
2017-04-19,"1,142.50"
2017-04-20,"1,143"
2017-04-21,"1,138.50"
2017-04-24,"1,129.50"
2017-04-25,"1,135"
2017-04-26,"1,127"
2017-04-27,"1,131"
2017-04-28,"1,132"
2017-05-02,"1,136"
2017-05-04,"1,134.70"
2017-05-08,"1,135"
2017-05-10,"1,137.50"
2017-05-11,"1,132"
2017-05-12,"1,124"
2017-05-15,"1,124"
2017-05-16,"1,118.20"
2017-05-17,"1,114.80"
2017-05-18,"1,123.70"
2017-05-19,"1,128"
2017-05-22,"1,118.80"
2017-05-23,"1,116"
2017-05-24,"1,125.50"
2017-05-25,"1,119"
2017-05-26,"1,120"
2017-05-29,"1,119"
2017-05-30,"1,123"
2017-05-31,"1,124"
2017-06-01,"1,119"
2017-06-02,"1,122.50"
2017-06-05,"1,119"
